geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0051345,positive regulation of hydrolase activity (GO:0051345),148,13,10.23602147,1.270024691,0.223993697,0.798311073,6366;1894;7481;650;139818;10411;6422;858;6376;2146;440503;9628;9824,CX3CL1;SFRP1;CAV2;ECT2;EZH2;RAPGEF3;RGS6;ARHGAP11A;BMP2;CCL21;WNT11;DOCK11;PLIN5
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),13,2,0.899109994,2.224421943,0.22564141,0.798311073,4023;9314,LPL;KLF4
GO:0021955,central nervous system neuron axonogenesis (GO:0021955),13,2,0.899109994,2.224421943,0.22564141,0.798311073,2051;2047,EPHB1;EPHB6
GO:0035627,ceramide transport (GO:0035627),13,2,0.899109994,2.224421943,0.22564141,0.798311073,26154;5243,ABCB1;ABCA12
GO:0032309,icosanoid secretion (GO:0032309),13,2,0.899109994,2.224421943,0.22564141,0.798311073,301;3952,LEP;ANXA1
GO:0007194,negative regulation of adenylate cyclase activity (GO:0007194),13,2,0.899109994,2.224421943,0.22564141,0.798311073,1910;5064,EDNRB;PALM
GO:0086014,atrial cardiac muscle cell action potential (GO:0086014),13,2,0.899109994,2.224421943,0.22564141,0.798311073,55800;287,SCN3B;ANK2
GO:0060350,endochondral bone morphogenesis (GO:0060350),13,2,0.899109994,2.224421943,0.22564141,0.798311073,658;2296,FOXC1;BMPR1B
GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285),13,2,0.899109994,2.224421943,0.22564141,0.798311073,10371;91584,PLXNA4;SEMA3A
GO:2001224,positive regulation of neuron migration (GO:2001224),13,2,0.899109994,2.224421943,0.22564141,0.798311073,57556;10371,SEMA6A;SEMA3A
GO:1904892,regulation of receptor signaling pathway via STAT (GO:1904892),13,2,0.899109994,2.224421943,0.22564141,0.798311073,3569;85480,TSLP;IL6
GO:0045956,positive regulation of calcium ion-dependent exocytosis (GO:0045956),13,2,0.899109994,2.224421943,0.22564141,0.798311073,3745;8447,KCNB1;DOC2B
GO:0106058,positive regulation of calcineurin-mediated signaling (GO:0106058),13,2,0.899109994,2.224421943,0.22564141,0.798311073,9472;3479,AKAP6;IGF1
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade (GO:0070886),13,2,0.899109994,2.224421943,0.22564141,0.798311073,9472;3479,AKAP6;IGF1
GO:0051930,regulation of sensory perception of pain (GO:0051930),13,2,0.899109994,2.224421943,0.22564141,0.798311073,11343;55273,TMEM100;MGLL
GO:0030007,cellular potassium ion homeostasis (GO:0030007),13,2,0.899109994,2.224421943,0.22564141,0.798311073,477;482,ATP1A2;ATP1B2
GO:0035296,regulation of tube diameter (GO:0035296),13,2,0.899109994,2.224421943,0.22564141,0.798311073,185;4881,NPR1;AGTR1
GO:0003018,vascular process in circulatory system (GO:0003018),13,2,0.899109994,2.224421943,0.22564141,0.798311073,185;4881,NPR1;AGTR1
GO:1900373,positive regulation of purine nucleotide biosynthetic process (GO:1900373),13,2,0.899109994,2.224421943,0.22564141,0.798311073,10891;55022,PID1;PPARGC1A
GO:0046323,glucose import (GO:0046323),13,2,0.899109994,2.224421943,0.22564141,0.798311073,6517;6523,SLC2A4;SLC5A1
GO:0022011,myelination in peripheral nervous system (GO:0022011),13,2,0.899109994,2.224421943,0.22564141,0.798311073,57716;163175,LGI4;PRX
GO:0150079,negative regulation of neuroinflammatory response (GO:0150079),13,2,0.899109994,2.224421943,0.22564141,0.798311073,3479;6376,CX3CL1;IGF1
GO:0003215,cardiac right ventricle morphogenesis (GO:0003215),13,2,0.899109994,2.224421943,0.22564141,0.798311073,23493;2625,HEY2;GATA3
GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",13,2,0.899109994,2.224421943,0.22564141,0.798311073,7048;7292,TGFBR2;TNFSF4
GO:0034440,lipid oxidation (GO:0034440),13,2,0.899109994,2.224421943,0.22564141,0.798311073,9370;10891,ADIPOQ;PPARGC1A
GO:0045723,positive regulation of fatty acid biosynthetic process (GO:0045723),13,2,0.899109994,2.224421943,0.22564141,0.798311073,51085;225,MLXIPL;ABCD2
GO:0045940,positive regulation of steroid metabolic process (GO:0045940),13,2,0.899109994,2.224421943,0.22564141,0.798311073,1066;185,CES1;AGTR1
GO:0032411,positive regulation of transporter activity (GO:0032411),13,2,0.899109994,2.224421943,0.22564141,0.798311073,9370;10110,ADIPOQ;SGK2
GO:0051917,regulation of fibrinolysis (GO:0051917),13,2,0.899109994,2.224421943,0.22564141,0.798311073,2191;2161,FAP;F12
GO:0030307,positive regulation of cell growth (GO:0030307),97,9,6.708743801,1.341532822,0.227337065,0.803006734,9472;1956;3479;80736;3249;1906;6422;3373;114804,SFRP1;EGFR;HYAL1;AKAP6;IGF1;EDN1;RNF157;SLC44A4;HPN
GO:0071870,cellular response to catecholamine stimulus (GO:0071870),24,3,1.659895373,1.807342829,0.228753105,0.803006734,6622;54331;8013,SNCA;GNG2;NR4A3
GO:1900745,positive regulation of p38MAPK cascade (GO:1900745),24,3,1.659895373,1.807342829,0.228753105,0.803006734,7498;3952;650,LEP;BMP2;XDH
GO:0009154,purine ribonucleotide catabolic process (GO:0009154),24,3,1.659895373,1.807342829,0.228753105,0.803006734,7498;5138;5152,PDE2A;PDE9A;XDH
GO:1900027,regulation of ruffle assembly (GO:1900027),24,3,1.659895373,1.807342829,0.228753105,0.803006734,64805;857;23189,CAV1;KANK1;P2RY12
GO:0030837,negative regulation of actin filament polymerization (GO:0030837),24,3,1.659895373,1.807342829,0.228753105,0.803006734,2934;23189;256949,GSN;KANK1;KANK3
GO:0055013,cardiac muscle cell development (GO:0055013),24,3,1.659895373,1.807342829,0.228753105,0.803006734,80206;23493;4629,MYH11;FHOD3;HEY2
GO:0055007,cardiac muscle cell differentiation (GO:0055007),24,3,1.659895373,1.807342829,0.228753105,0.803006734,3084;650;4629,MYH11;BMP2;NRG1
GO:0055075,potassium ion homeostasis (GO:0055075),24,3,1.659895373,1.807342829,0.228753105,0.803006734,477;482;84561,ATP1A2;ATP1B2;SLC12A8
GO:0009953,dorsal/ventral pattern formation (GO:0009953),24,3,1.659895373,1.807342829,0.228753105,0.803006734,658;5727;6422,SFRP1;PTCH1;BMPR1B
GO:0000096,sulfur amino acid metabolic process (GO:0000096),24,3,1.659895373,1.807342829,0.228753105,0.803006734,1373;23743;1036,CDO1;BHMT2;CPS1
GO:0061099,negative regulation of protein tyrosine kinase activity (GO:0061099),24,3,1.659895373,1.807342829,0.228753105,0.803006734,857;5753;9052,CAV1;GPRC5A;PTK6
GO:1903902,positive regulation of viral life cycle (GO:1903902),24,3,1.659895373,1.807342829,0.228753105,0.803006734,7301;30835;3838,KPNA2;CD209;TYRO3
GO:0032091,negative regulation of protein binding (GO:0032091),72,7,4.97968612,1.405711089,0.228972474,0.803006734,154;857;6790;9212;6590;10763;9370,AURKA;CAV1;ADRB2;AURKB;ADIPOQ;NES;SLPI
GO:0050769,positive regulation of neurogenesis (GO:0050769),72,7,4.97968612,1.405711089,0.228972474,0.803006734,4804;4915;4311;6664;91584;6376;79006,MME;NTRK2;CX3CL1;NGFR;PLXNA4;METRN;SOX11
GO:0032680,regulation of tumor necrosis factor production (GO:0032680),123,11,8.506963788,1.293058284,0.230613155,0.808289023,7538;3479;3569;4023;4057;947;9370;6376;943;90865;1149,CX3CL1;LPL;CIDEA;ADIPOQ;IL33;ZFP36;CD34;IGF1;IL6;TNFRSF8;LTF
GO:0045087,innate immune response (GO:0045087),295,24,20.40288063,1.176304485,0.231586437,0.811227315,6622;5468;6288;3627;4057;6590;1672;5919;2537;1378;6285;4435;5753;9636;4239;1675;629;10747;3868;6725;5806;92747;2161;286827,S100B;SAA1;TRIM59;CFD;SNCA;CXCL10;PPARG;PTX3;DEFB1;MASP2;MFAP4;F12;IFI6;ISG15;CITED1;CFB;SRMS;PTK6;SLPI;CR1;RARRES2;LTF;BPIFB1;KRT16
GO:0043297,apical junction assembly (GO:0043297),60,6,4.149738433,1.445874263,0.233287888,0.815918833,1894;5010;84612;7122;9073;92359,CLDN11;CLDN5;ECT2;CLDN8;PARD6B;CRB3
GO:0070555,response to interleukin-1 (GO:0070555),85,8,5.878796114,1.360822836,0.233468706,0.815918833,301;6622;6366;5740;4435;6422;3373;6376,CX3CL1;ANXA1;SFRP1;SNCA;HYAL1;CCL21;CITED1;PTGIS
GO:0051100,negative regulation of binding (GO:0051100),85,8,5.878796114,1.360822836,0.233468706,0.815918833,857;6790;9212;6590;51176;10763;1869;3725,AURKA;CAV1;AURKB;E2F1;NES;JUN;LEF1;SLPI
GO:0046578,regulation of Ras protein signal transduction (GO:0046578),85,8,5.878796114,1.360822836,0.233468706,0.815918833,2255;3479;9928;8660;10252;2305;10253;23189,SPRY2;KIF14;FOXM1;KANK1;SPRY1;IRS2;FGF10;IGF1
GO:0007223,"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",36,4,2.48984306,1.606526959,0.236021189,0.821042154,54331;7481;51176;8322,LEF1;FZD4;WNT11;GNG2
GO:0000041,transition metal ion transport (GO:0000041),36,4,2.48984306,1.606526959,0.236021189,0.821042154,4057;7018;1356;57348,TF;TTYH1;LTF;CP
GO:0030326,embryonic limb morphogenesis (GO:0030326),36,4,2.48984306,1.606526959,0.236021189,0.821042154,4621;56603;5727;130497,OSR1;MYH3;PTCH1;CYP26B1
GO:0003176,aortic valve development (GO:0003176),36,4,2.48984306,1.606526959,0.236021189,0.821042154,650;23493;2625;6586,BMP2;SLIT3;HEY2;GATA3
GO:1902806,regulation of cell cycle G1/S phase transition (GO:1902806),36,4,2.48984306,1.606526959,0.236021189,0.821042154,9928;1869;2146;81610,KIF14;FAM83D;EZH2;E2F1
GO:0071479,cellular response to ionizing radiation (GO:0071479),48,5,3.319790747,1.506119024,0.236164013,0.821042154,1894;641;5888;10635;1410,CRYAB;RAD51;ECT2;RAD51AP1;BLM
GO:0060341,regulation of cellular localization (GO:0060341),48,5,3.319790747,1.506119024,0.236164013,0.821042154,2934;111;26154;84612;10615,SPAG5;GSN;ADCY5;PARD6B;ABCA12
GO:0043407,negative regulation of MAP kinase activity (GO:0043407),48,5,3.319790747,1.506119024,0.236164013,0.821042154,9370;10252;1843;10253;5997,SPRY2;ADIPOQ;RGS2;SPRY1;DUSP1
GO:0045807,positive regulation of endocytosis (GO:0045807),48,5,3.319790747,1.506119024,0.236164013,0.821042154,6622;6366;2719;7018;11031,TF;GPC3;SNCA;CCL21;RAB31
GO:0072503,cellular divalent inorganic cation homeostasis (GO:0072503),111,10,7.677016102,1.302589426,0.237807777,0.826278929,857;5745;287;6387;1906;1907;344905;9104;4499;4501,MT1M;CAV1;RGN;MT1X;CXCL12;PTH1R;ANK2;EDN1;EDN2;ATP13A5
GO:0006836,neurotransmitter transport (GO:0006836),73,7,5.048848427,1.386454773,0.239423205,0.830931227,6581;57030;6854;320;9378;477;222962,ATP1A2;SYN2;SLC17A7;NRXN1;APBA1;SLC22A3;SLC29A4
GO:0008286,insulin receptor signaling pathway (GO:0008286),73,7,5.048848427,1.386454773,0.239423205,0.830931227,10580;5919;2308;8660;2822;5166;858,PDK4;CAV2;SORBS1;GPLD1;FOXO1;IRS2;RARRES2
GO:0048878,chemical homeostasis (GO:0048878),61,6,4.218900741,1.422171406,0.244905645,0.849467877,5468;57104;8660;8671;1050;116238,TLCD1;PPARG;IRS2;SLC4A4;PNPLA2;CEBPA
GO:0098916,anterograde trans-synaptic signaling (GO:0098916),244,20,16.87560296,1.185142839,0.245900975,0.850875483,1128;6622;5577;6623;6327;3779;6854;5354;320;139411;2564;2568;27115;2892;2893;30819;3777;9378;57502;4857,GRIA4;SYN2;KCNIP2;KCNMB1;SCN2B;PLP1;SNCA;NRXN1;PTCHD1;GABRE;APBA1;SNCG;NOVA1;PDE7B;GABRP;NLGN4X;PRKAR2B;KCNK3;GRIA3;CHRM1
GO:0045604,regulation of epidermal cell differentiation (GO:0045604),25,3,1.729057681,1.735049116,0.247632771,0.850875483,7538;26154;23764,MAFF;ZFP36;ABCA12
GO:0046471,phosphatidylglycerol metabolic process (GO:0046471),25,3,1.729057681,1.735049116,0.247632771,0.850875483,5321;57678;5320,GPAM;PLA2G4A;PLA2G2A
GO:0097696,receptor signaling pathway via STAT (GO:0097696),25,3,1.729057681,1.735049116,0.247632771,0.850875483,2690;8835;6776,GHR;STAT5A;SOCS2
GO:0090200,positive regulation of release of cytochrome c from mitochondria (GO:0090200),25,3,1.729057681,1.735049116,0.247632771,0.850875483,5366;4318;5329,MMP9;PLAUR;PMAIP1
GO:0006775,fat-soluble vitamin metabolic process (GO:0006775),25,3,1.729057681,1.735049116,0.247632771,0.850875483,1583;8854;8029,ALDH1A2;CYP11A1;CUBN
GO:0034114,regulation of heterotypic cell-cell adhesion (GO:0034114),25,3,1.729057681,1.735049116,0.247632771,0.850875483,9370;4680;9314,ADIPOQ;KLF4;CEACAM6
GO:1902652,secondary alcohol metabolic process (GO:1902652),49,5,3.388953054,1.475381901,0.249326749,0.850875483,1066;1583;6713;23461;3931,LCAT;ABCA5;CES1;SQLE;CYP11A1
GO:0007229,integrin-mediated signaling pathway (GO:0007229),74,7,5.118010734,1.367718898,0.250023814,0.850875483,2335;3909;667;1281;9636;5764;9510,FN1;DST;ADAMTS1;PTN;LAMA3;ISG15;COL3A1
GO:0045646,regulation of erythrocyte differentiation (GO:0045646),37,4,2.559005367,1.563107312,0.25138049,0.850875483,7538;3624;3202;6886,INHBA;HOXA5;TAL1;ZFP36
GO:0045639,positive regulation of myeloid cell differentiation (GO:0045639),37,4,2.559005367,1.563107312,0.25138049,0.850875483,3624;3202;54997;6886,INHBA;HOXA5;TESC;TAL1
GO:0070507,regulation of microtubule cytoskeleton organization (GO:0070507),37,4,2.559005367,1.563107312,0.25138049,0.850875483,11170;11076;220134;221150,SKA3;SKA1;FAM107A;TPPP
GO:0006911,"phagocytosis, engulfment (GO:0006911)",37,4,2.559005367,1.563107312,0.25138049,0.850875483,2934;8685;948;2209,CD36;GSN;FCGR1A;MARCO
GO:0007519,skeletal muscle tissue development (GO:0007519),37,4,2.559005367,1.563107312,0.25138049,0.850875483,857;1959;6261;858,CAV1;CAV2;EGR2;RYR1
GO:0051928,positive regulation of calcium ion transport (GO:0051928),37,4,2.559005367,1.563107312,0.25138049,0.850875483,857;4638;287;6387,CAV1;MYLK;CXCL12;ANK2
GO:1904036,negative regulation of epithelial cell apoptotic process (GO:1904036),37,4,2.559005367,1.563107312,0.25138049,0.850875483,284;79625;2625;7010,ANGPT1;TEK;NDNF;GATA3
GO:0006336,DNA replication-independent nucleosome assembly (GO:0006336),37,4,2.559005367,1.563107312,0.25138049,0.850875483,64105;79019;55355;55723,ASF1B;HJURP;CENPM;CENPK
GO:0006103,2-oxoglutarate metabolic process (GO:0006103),14,2,0.968272301,2.065534662,0.251964459,0.850875483,137872;6898,ADHFE1;TAT
GO:0006706,steroid catabolic process (GO:0006706),14,2,0.968272301,2.065534662,0.251964459,0.850875483,6696;3290,SPP1;HSD11B1
GO:0009141,nucleoside triphosphate metabolic process (GO:0009141),14,2,0.968272301,2.065534662,0.251964459,0.850875483,5169;26289,AK5;ENPP3
GO:0031280,negative regulation of cyclase activity (GO:0031280),14,2,0.968272301,2.065534662,0.251964459,0.850875483,1910;5064,EDNRB;PALM
GO:0034764,positive regulation of transmembrane transport (GO:0034764),14,2,0.968272301,2.065534662,0.251964459,0.850875483,2180;8013,ACSL1;NR4A3
GO:0022904,respiratory electron transport chain (GO:0022904),14,2,0.968272301,2.065534662,0.251964459,0.850875483,83733;10891,PPARGC1A;SLC25A18
GO:0060397,growth hormone receptor signaling pathway via JAK-STAT (GO:0060397),14,2,0.968272301,2.065534662,0.251964459,0.850875483,2690;6776,GHR;STAT5A
GO:0045624,positive regulation of T-helper cell differentiation (GO:0045624),14,2,0.968272301,2.065534662,0.251964459,0.850875483,301;7292,ANXA1;TNFSF4
GO:0010165,response to X-ray (GO:0010165),14,2,0.968272301,2.065534662,0.251964459,0.850875483,301;641,ANXA1;BLM
GO:0002768,immune response-regulating cell surface receptor signaling pathway (GO:0002768),14,2,0.968272301,2.065534662,0.251964459,0.850875483,3815;5284,KIT;PIGR
GO:0001541,ovarian follicle development (GO:0001541),14,2,0.968272301,2.065534662,0.251964459,0.850875483,3815;3624,INHBA;KIT
GO:0050885,neuromuscular process controlling balance (GO:0050885),14,2,0.968272301,2.065534662,0.251964459,0.850875483,9378;64072,NRXN1;CDH23
GO:0051769,regulation of nitric-oxide synthase biosynthetic process (GO:0051769),14,2,0.968272301,2.065534662,0.251964459,0.850875483,1906;90865,IL33;EDN1
GO:2000651,positive regulation of sodium ion transmembrane transporter activity (GO:2000651),14,2,0.968272301,2.065534662,0.251964459,0.850875483,1756;54997,DMD;TESC
GO:1902894,negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894),14,2,0.968272301,2.065534662,0.251964459,0.850875483,5468;4781,PPARG;NFIB
GO:0010820,positive regulation of T cell chemotaxis (GO:0010820),14,2,0.968272301,2.065534662,0.251964459,0.850875483,10563;6366,CCL21;CXCL13
GO:0002830,positive regulation of type 2 immune response (GO:0002830),14,2,0.968272301,2.065534662,0.251964459,0.850875483,3569;7292,TNFSF4;IL6
GO:0003283,atrial septum development (GO:0003283),14,2,0.968272301,2.065534662,0.251964459,0.850875483,23493;287,ANK2;HEY2
GO:0016569,covalent chromatin modification (GO:0016569),14,2,0.968272301,2.065534662,0.251964459,0.850875483,9212;3070,AURKB;HELLS
GO:0003214,cardiac left ventricle morphogenesis (GO:0003214),14,2,0.968272301,2.065534662,0.251964459,0.850875483,7048;23493,TGFBR2;HEY2
GO:0046638,positive regulation of alpha-beta T cell differentiation (GO:0046638),14,2,0.968272301,2.065534662,0.251964459,0.850875483,7048;7292,TGFBR2;TNFSF4
GO:0060045,positive regulation of cardiac muscle cell proliferation (GO:0060045),14,2,0.968272301,2.065534662,0.251964459,0.850875483,2247;7049,FGF2;TGFBR3
GO:1903978,regulation of microglial cell activation (GO:1903978),14,2,0.968272301,2.065534662,0.251964459,0.850875483,3569;6376,CX3CL1;IL6
GO:0034374,low-density lipoprotein particle remodeling (GO:0034374),14,2,0.968272301,2.065534662,0.251964459,0.850875483,185;5320,AGTR1;PLA2G2A
GO:0048477,oogenesis (GO:0048477),14,2,0.968272301,2.065534662,0.251964459,0.850875483,9319;5764,PTN;TRIP13
GO:0002710,negative regulation of T cell mediated immunity (GO:0002710),14,2,0.968272301,2.065534662,0.251964459,0.850875483,259307;50943,FOXP3;IL4I1
GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),14,2,0.968272301,2.065534662,0.251964459,0.850875483,5740;5743,PTGS2;PTGIS
GO:0010759,positive regulation of macrophage chemotaxis (GO:0010759),14,2,0.968272301,2.065534662,0.251964459,0.850875483,5919;146433,IL34;RARRES2
GO:1901293,nucleoside phosphate biosynthetic process (GO:1901293),14,2,0.968272301,2.065534662,0.251964459,0.850875483,23057;26289,NMNAT2;AK5
GO:0070262,peptidyl-serine dephosphorylation (GO:0070262),14,2,0.968272301,2.065534662,0.251964459,0.850875483,1843;5522,DUSP1;PPP2R2C
GO:0051128,regulation of cellular component organization (GO:0051128),139,12,9.613560704,1.248236774,0.253933507,0.857043409,11170;9928;948;9627;6790;185;8835;10110;55355;8425;8643;4288,HJURP;MKI67;AURKA;KIF14;FAM107A;LTBP4;CD36;SGK2;PTCH2;SOCS2;SNCAIP;AGTR1
GO:0030308,negative regulation of cell growth (GO:0030308),126,11,8.71445071,1.262271182,0.25465324,0.858990251,3624;7481;56920;6586;4881;64321;6422;3373;2273;92304;56981,INHBA;SFRP1;FHL1;NPR1;SEMA3G;PRDM11;HYAL1;SOX17;SCGB3A1;SLIT3;WNT11
GO:2000146,negative regulation of cell motility (GO:2000146),113,10,7.815340716,1.279534746,0.254869629,0.859237992,4804;7481;2625;7122;23213;9370;6422;6376;3868;23189,CX3CL1;SFRP1;CLDN5;ADIPOQ;KANK1;SULF1;NGFR;WNT11;GATA3;KRT16
GO:0032732,positive regulation of interleukin-1 production (GO:0032732),62,6,4.288063048,1.399233158,0.256686986,0.864395224,3569;6288;4023;948;115362;1958,SAA1;LPL;EGR1;CD36;IL6;GBP5
GO:0050767,regulation of neurogenesis (GO:0050767),62,6,4.288063048,1.399233158,0.256686986,0.864395224,3569;4311;55502;23493;6664;6376,MME;CX3CL1;HES6;IL6;HEY2;SOX11
GO:0050671,positive regulation of lymphocyte proliferation (GO:0050671),75,7,5.187173042,1.349482646,0.2607634,0.877630906,301;2255;3952;3569;7292;8660;30835,LEP;ANXA1;TNFSF4;IRS2;FGF10;CD209;IL6
GO:0010605,negative regulation of macromolecule metabolic process (GO:0010605),193,16,13.34832529,1.198652239,0.261288193,0.878905051,7498;3479;8140;6790;947;650;23493;7122;6664;2247;6422;9314;27303;90993;84913;83643,ATOH8;AURKA;SFRP1;FGF2;CLDN5;RBMS3;BMP2;KLF4;CCDC3;CD34;IGF1;CREB3L1;HEY2;SLC7A5;XDH;SOX11
GO:1902476,chloride transmembrane transport (GO:1902476),50,5,3.458115361,1.445874263,0.262669794,0.881650081,2564;2568;6523;84561;203859,GABRE;GABRP;SLC12A8;ANO5;SLC5A1
GO:0030449,regulation of complement activation (GO:0030449),50,5,3.458115361,1.445874263,0.262669794,0.881650081,1378;629;5627;729;730,PROS1;CFB;C7;C6;CR1
GO:0006826,iron ion transport (GO:0006826),50,5,3.458115361,1.445874263,0.262669794,0.881650081,4057;7018;286133;1356;57348,SCARA5;TF;TTYH1;LTF;CP
GO:0050954,sensory perception of mechanical stimulus (GO:0050954),88,8,6.086283036,1.314431148,0.262845427,0.881650081,3753;64072;51473;332;53405;1277;1301;286262,COL11A1;KCNE1;BIRC5;TPRN;CLIC5;CDH23;COL1A1;DCDC2
GO:0043254,regulation of protein-containing complex assembly (GO:0043254),114,10,7.884503023,1.268310757,0.263552038,0.881650081,2934;3084;948;11076;81620;6403;4314;1410;55355;6886,HJURP;CRYAB;CD36;GSN;TAL1;CDT1;TPPP;MMP3;NRG1;SELP
GO:0032270,positive regulation of cellular protein metabolic process (GO:0032270),101,9,6.985393029,1.288402809,0.26363617,0.881650081,3624;825;3569;5347;185;9314;29128;23034;55323,INHBA;UHRF1;PLK1;CAPN3;KLF4;LARP6;SAMD4A;IL6;AGTR1
GO:0070167,regulation of biomineral tissue development (GO:0070167),26,3,1.798219988,1.668316458,0.266736616,0.881650081,1901;23493;4921,S1PR1;HEY2;DDR2
