GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:1900376	regulation of secondary metabolite biosynthetic process (GO:1900376)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0036151	phosphatidylcholine acyl-chain remodeling (GO:0036151)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0043249	erythrocyte maturation (GO:0043249)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0048021	regulation of melanin biosynthetic process (GO:0048021)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:1905048	regulation of metallopeptidase activity (GO:1905048)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0009158	ribonucleoside monophosphate catabolic process (GO:0009158)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0010955	negative regulation of protein processing (GO:0010955)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:1900029	positive regulation of ruffle assembly (GO:1900029)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:1903909	regulation of receptor clustering (GO:1903909)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0035278	miRNA-mediated gene silencing by inhibition of translation (GO:0035278)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:1904294	positive regulation of ERAD pathway (GO:1904294)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0008299	isoprenoid biosynthetic process (GO:0008299)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0046500	S-adenosylmethionine metabolic process (GO:0046500)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0042116	macrophage activation (GO:0042116)	60	4	3.52	+	1.14	7.81E-01	1.00E00
GO:0030148	sphingolipid biosynthetic process (GO:0030148)	105	7	6.17	+	1.14	6.78E-01	1.00E00
GO:0008211	glucocorticoid metabolic process (GO:0008211)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0003376	sphingosine-1-phosphate receptor signaling pathway (GO:0003376)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0046464	acylglycerol catabolic process (GO:0046464)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0046461	neutral lipid catabolic process (GO:0046461)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:0002864	regulation of acute inflammatory response to antigenic stimulus (GO:0002864)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0045940	positive regulation of steroid metabolic process (GO:0045940)	30	2	1.76	+	1.14	6.97E-01	1.00E00
GO:1903409	reactive oxygen species biosynthetic process (GO:1903409)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0046322	negative regulation of fatty acid oxidation (GO:0046322)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0034310	primary alcohol catabolic process (GO:0034310)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:0021859	pyramidal neuron differentiation (GO:0021859)	15	1	.88	+	1.14	5.99E-01	1.00E00
GO:2000785	regulation of autophagosome assembly (GO:2000785)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0060147	regulation of post-transcriptional gene silencing (GO:0060147)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0032814	regulation of natural killer cell activation (GO:0032814)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0043648	dicarboxylic acid metabolic process (GO:0043648)	90	6	5.28	+	1.14	6.56E-01	1.00E00
GO:0017156	calcium-ion regulated exocytosis (GO:0017156)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:1900271	regulation of long-term synaptic potentiation (GO:1900271)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0055092	sterol homeostasis (GO:0055092)	90	6	5.28	+	1.14	6.56E-01	1.00E00
GO:0043039	tRNA aminoacylation (GO:0043039)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0031063	regulation of histone deacetylation (GO:0031063)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0042446	hormone biosynthetic process (GO:0042446)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0045995	regulation of embryonic development (GO:0045995)	90	6	5.28	+	1.14	6.56E-01	1.00E00
GO:0008089	anterograde axonal transport (GO:0008089)	45	3	2.64	+	1.14	7.48E-01	1.00E00
GO:0051668	localization within membrane (GO:0051668)	541	36	31.77	+	1.13	4.60E-01	1.00E00
GO:0006091	generation of precursor metabolites and energy (GO:0006091)	406	27	23.84	+	1.13	5.24E-01	1.00E00
GO:0006629	lipid metabolic process (GO:0006629)	1234	82	72.46	+	1.13	2.63E-01	8.53E-01
GO:0070663	regulation of leukocyte proliferation (GO:0070663)	271	18	15.91	+	1.13	6.04E-01	1.00E00
GO:0050776	regulation of immune response (GO:0050776)	935	62	54.90	+	1.13	3.57E-01	1.00E00
GO:0031326	regulation of cellular biosynthetic process (GO:0031326)	4102	272	240.87	+	1.13	3.21E-02	2.81E-01
GO:0031056	regulation of histone modification (GO:0031056)	181	12	10.63	+	1.13	6.35E-01	1.00E00
GO:0009896	positive regulation of catabolic process (GO:0009896)	513	34	30.12	+	1.13	4.50E-01	1.00E00
GO:0031503	protein-containing complex localization (GO:0031503)	151	10	8.87	+	1.13	7.28E-01	1.00E00
GO:0065003	protein-containing complex assembly (GO:0065003)	1270	84	74.58	+	1.13	2.70E-01	8.62E-01
GO:0010468	regulation of gene expression (GO:0010468)	4855	321	285.09	+	1.13	1.98E-02	2.05E-01
GO:0050778	positive regulation of immune response (GO:0050778)	590	39	34.65	+	1.13	4.79E-01	1.00E00
GO:1990869	cellular response to chemokine (GO:1990869)	91	6	5.34	+	1.12	6.59E-01	1.00E00
GO:1990868	response to chemokine (GO:1990868)	91	6	5.34	+	1.12	6.59E-01	1.00E00
GO:0010822	positive regulation of mitochondrion organization (GO:0010822)	76	5	4.46	+	1.12	8.05E-01	1.00E00
GO:0045824	negative regulation of innate immune response (GO:0045824)	76	5	4.46	+	1.12	8.05E-01	1.00E00
GO:0006687	glycosphingolipid metabolic process (GO:0006687)	61	4	3.58	+	1.12	7.83E-01	1.00E00
GO:0002275	myeloid cell activation involved in immune response (GO:0002275)	61	4	3.58	+	1.12	7.83E-01	1.00E00
GO:1902106	negative regulation of leukocyte differentiation (GO:1902106)	107	7	6.28	+	1.11	6.83E-01	1.00E00
GO:0019953	sexual reproduction (GO:0019953)	887	58	52.09	+	1.11	4.24E-01	1.00E00
GO:0030705	cytoskeleton-dependent intracellular transport (GO:0030705)	199	13	11.69	+	1.11	6.51E-01	1.00E00
GO:0045747	positive regulation of Notch signaling pathway (GO:0045747)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0021517	ventral spinal cord development (GO:0021517)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0001825	blastocyst formation (GO:0001825)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0043038	amino acid activation (GO:0043038)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0097581	lamellipodium organization (GO:0097581)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0060966	regulation of gene silencing by RNA (GO:0060966)	46	3	2.70	+	1.11	7.52E-01	1.00E00
GO:0015980	energy derivation by oxidation of organic compounds (GO:0015980)	261	17	15.33	+	1.11	6.91E-01	1.00E00
GO:0051252	regulation of RNA metabolic process (GO:0051252)	3752	244	220.32	+	1.11	9.24E-02	5.42E-01
GO:0071216	cellular response to biotic stimulus (GO:0071216)	231	15	13.56	+	1.11	6.74E-01	1.00E00
GO:0045661	regulation of myoblast differentiation (GO:0045661)	77	5	4.52	+	1.11	8.07E-01	1.00E00
GO:2000142	regulation of DNA-templated transcription initiation (GO:2000142)	77	5	4.52	+	1.11	8.07E-01	1.00E00
GO:0044000	movement in host (GO:0044000)	139	9	8.16	+	1.10	7.18E-01	1.00E00
GO:0009582	detection of abiotic stimulus (GO:0009582)	139	9	8.16	+	1.10	7.18E-01	1.00E00
GO:1903203	regulation of oxidative stress-induced neuron death (GO:1903203)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0001916	positive regulation of T cell mediated cytotoxicity (GO:0001916)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0032647	regulation of interferon-alpha production (GO:0032647)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0090322	regulation of superoxide metabolic process (GO:0090322)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0044458	motile cilium assembly (GO:0044458)	62	4	3.64	+	1.10	7.85E-01	1.00E00
GO:0050709	negative regulation of protein secretion (GO:0050709)	62	4	3.64	+	1.10	7.85E-01	1.00E00
GO:0098661	inorganic anion transmembrane transport (GO:0098661)	124	8	7.28	+	1.10	7.04E-01	1.00E00
GO:0000381	regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	62	4	3.64	+	1.10	7.85E-01	1.00E00
GO:0016447	somatic recombination of immunoglobulin gene segments (GO:0016447)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0000096	sulfur amino acid metabolic process (GO:0000096)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:1900117	regulation of execution phase of apoptosis (GO:1900117)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0150117	positive regulation of cell-substrate junction organization (GO:0150117)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:1904356	regulation of telomere maintenance via telomere lengthening (GO:1904356)	62	4	3.64	+	1.10	7.85E-01	1.00E00
GO:0030149	sphingolipid catabolic process (GO:0030149)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0002825	regulation of T-helper 1 type immune response (GO:0002825)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0045948	positive regulation of translational initiation (GO:0045948)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0061099	negative regulation of protein tyrosine kinase activity (GO:0061099)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:1903318	negative regulation of protein maturation (GO:1903318)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0072525	pyridine-containing compound biosynthetic process (GO:0072525)	31	2	1.82	+	1.10	7.05E-01	1.00E00
GO:0098869	cellular oxidant detoxification (GO:0098869)	93	6	5.46	+	1.10	8.24E-01	1.00E00
GO:0051262	protein tetramerization (GO:0051262)	93	6	5.46	+	1.10	8.24E-01	1.00E00
GO:0051047	positive regulation of secretion (GO:0051047)	311	20	18.26	+	1.10	6.29E-01	1.00E00
GO:0051234	establishment of localization (GO:0051234)	3997	257	234.71	+	1.09	1.17E-01	5.78E-01
GO:0008150	biological_process (GO:0008150)	17864	1148	1048.99	+	1.09	4.07E-20	1.88E-17
GO:0090276	regulation of peptide hormone secretion (GO:0090276)	187	12	10.98	+	1.09	7.54E-01	1.00E00
GO:0051092	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	156	10	9.16	+	1.09	7.33E-01	1.00E00
GO:0099111	microtubule-based transport (GO:0099111)	203	13	11.92	+	1.09	7.64E-01	1.00E00
GO:0050708	regulation of protein secretion (GO:0050708)	250	16	14.68	+	1.09	6.86E-01	1.00E00
GO:0016042	lipid catabolic process (GO:0016042)	297	19	17.44	+	1.09	7.09E-01	1.00E00
GO:0033036	macromolecule localization (GO:0033036)	2345	150	137.70	+	1.09	2.85E-01	8.98E-01
GO:2000058	regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	172	11	10.10	+	1.09	7.45E-01	1.00E00
GO:0070849	response to epidermal growth factor (GO:0070849)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0090199	regulation of release of cytochrome c from mitochondria (GO:0090199)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0008542	visual learning (GO:0008542)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0010824	regulation of centrosome duplication (GO:0010824)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0034332	adherens junction organization (GO:0034332)	47	3	2.76	+	1.09	7.56E-01	1.00E00
GO:0042177	negative regulation of protein catabolic process (GO:0042177)	110	7	6.46	+	1.08	8.38E-01	1.00E00
GO:0051604	protein maturation (GO:0051604)	283	18	16.62	+	1.08	7.03E-01	1.00E00
GO:0046890	regulation of lipid biosynthetic process (GO:0046890)	173	11	10.16	+	1.08	7.46E-01	1.00E00
GO:0008104	protein localization (GO:0008104)	1919	122	112.68	+	1.08	3.61E-01	1.00E00
GO:0007043	cell-cell junction assembly (GO:0007043)	126	8	7.40	+	1.08	8.49E-01	1.00E00
GO:0033077	T cell differentiation in thymus (GO:0033077)	63	4	3.70	+	1.08	7.88E-01	1.00E00
GO:0018193	peptidyl-amino acid modification (GO:0018193)	882	56	51.79	+	1.08	5.59E-01	1.00E00
GO:0070542	response to fatty acid (GO:0070542)	63	4	3.70	+	1.08	7.88E-01	1.00E00
GO:1903900	regulation of viral life cycle (GO:1903900)	142	9	8.34	+	1.08	7.23E-01	1.00E00
GO:0070727	cellular macromolecule localization (GO:0070727)	1925	122	113.04	+	1.08	3.88E-01	1.00E00
GO:0042110	T cell activation (GO:0042110)	300	19	17.62	+	1.08	7.11E-01	1.00E00
GO:0009123	nucleoside monophosphate metabolic process (GO:0009123)	79	5	4.64	+	1.08	8.10E-01	1.00E00
GO:2000113	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	190	12	11.16	+	1.08	7.57E-01	1.00E00
GO:0048525	negative regulation of viral process (GO:0048525)	95	6	5.58	+	1.08	8.26E-01	1.00E00
GO:0002791	regulation of peptide secretion (GO:0002791)	190	12	11.16	+	1.08	7.57E-01	1.00E00
GO:0032940	secretion by cell (GO:0032940)	412	26	24.19	+	1.07	6.73E-01	1.00E00
GO:0001676	long-chain fatty acid metabolic process (GO:0001676)	111	7	6.52	+	1.07	8.39E-01	1.00E00
GO:1903707	negative regulation of hemopoiesis (GO:1903707)	111	7	6.52	+	1.07	8.39E-01	1.00E00
GO:0051259	protein complex oligomerization (GO:0051259)	254	16	14.92	+	1.07	7.88E-01	1.00E00
GO:0009607	response to biotic stimulus (GO:0009607)	1478	93	86.79	+	1.07	4.92E-01	1.00E00
GO:0008610	lipid biosynthetic process (GO:0008610)	604	38	35.47	+	1.07	6.61E-01	1.00E00
GO:0006820	anion transport (GO:0006820)	446	28	26.19	+	1.07	6.85E-01	1.00E00
GO:0050864	regulation of B cell activation (GO:0050864)	223	14	13.09	+	1.07	7.75E-01	1.00E00
GO:1901616	organic hydroxy compound catabolic process (GO:1901616)	80	5	4.70	+	1.06	8.11E-01	1.00E00
GO:0034620	cellular response to unfolded protein (GO:0034620)	80	5	4.70	+	1.06	8.11E-01	1.00E00
GO:0007605	sensory perception of sound (GO:0007605)	160	10	9.40	+	1.06	8.66E-01	1.00E00
GO:0045722	positive regulation of gluconeogenesis (GO:0045722)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0046173	polyol biosynthetic process (GO:0046173)	48	3	2.82	+	1.06	7.60E-01	1.00E00
GO:0060416	response to growth hormone (GO:0060416)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0002532	production of molecular mediator involved in inflammatory response (GO:0002532)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0006878	cellular copper ion homeostasis (GO:0006878)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0045579	positive regulation of B cell differentiation (GO:0045579)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0001963	synaptic transmission, dopaminergic (GO:0001963)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0060295	regulation of cilium movement involved in cell motility (GO:0060295)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0072234	metanephric nephron tubule development (GO:0072234)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0060253	negative regulation of glial cell proliferation (GO:0060253)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0060231	mesenchymal to epithelial transition (GO:0060231)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:2001138	regulation of phospholipid transport (GO:2001138)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0019184	nonribosomal peptide biosynthetic process (GO:0019184)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0072176	nephric duct development (GO:0072176)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0002260	lymphocyte homeostasis (GO:0002260)	64	4	3.76	+	1.06	7.90E-01	1.00E00
GO:0002220	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0032897	negative regulation of viral transcription (GO:0032897)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0060046	regulation of acrosome reaction (GO:0060046)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0006590	thyroid hormone generation (GO:0006590)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0006555	methionine metabolic process (GO:0006555)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0006525	arginine metabolic process (GO:0006525)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0006476	protein deacetylation (GO:0006476)	64	4	3.76	+	1.06	7.90E-01	1.00E00
GO:0045185	maintenance of protein location (GO:0045185)	96	6	5.64	+	1.06	8.27E-01	1.00E00
GO:1901741	positive regulation of myoblast fusion (GO:1901741)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0090520	sphingolipid mediated signaling pathway (GO:0090520)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:2000345	regulation of hepatocyte proliferation (GO:2000345)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0018345	protein palmitoylation (GO:0018345)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0045070	positive regulation of viral genome replication (GO:0045070)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0045010	actin nucleation (GO:0045010)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0044550	secondary metabolite biosynthetic process (GO:0044550)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:1902019	regulation of cilium-dependent cell motility (GO:1902019)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0006206	pyrimidine nucleobase metabolic process (GO:0006206)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0090399	replicative senescence (GO:0090399)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0090336	positive regulation of brown fat cell differentiation (GO:0090336)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0140058	neuron projection arborization (GO:0140058)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0044241	lipid digestion (GO:0044241)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0050892	intestinal absorption (GO:0050892)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0090030	regulation of steroid hormone biosynthetic process (GO:0090030)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0043652	engulfment of apoptotic cell (GO:0043652)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0051127	positive regulation of actin nucleation (GO:0051127)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0051085	chaperone cofactor-dependent protein refolding (GO:0051085)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0070198	protein localization to chromosome, telomeric region (GO:0070198)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0048268	clathrin coat assembly (GO:0048268)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0048266	behavioral response to pain (GO:0048266)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0000272	polysaccharide catabolic process (GO:0000272)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0035729	cellular response to hepatocyte growth factor stimulus (GO:0035729)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0043304	regulation of mast cell degranulation (GO:0043304)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0055089	fatty acid homeostasis (GO:0055089)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0035435	phosphate ion transmembrane transport (GO:0035435)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0009163	nucleoside biosynthetic process (GO:0009163)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0009074	aromatic amino acid family catabolic process (GO:0009074)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0009048	dosage compensation by inactivation of X chromosome (GO:0009048)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0046887	positive regulation of hormone secretion (GO:0046887)	128	8	7.52	+	1.06	8.50E-01	1.00E00
GO:0046834	lipid phosphorylation (GO:0046834)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0046825	regulation of protein export from nucleus (GO:0046825)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0010820	positive regulation of T cell chemotaxis (GO:0010820)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0010715	regulation of extracellular matrix disassembly (GO:0010715)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0042220	response to cocaine (GO:0042220)	48	3	2.82	+	1.06	7.60E-01	1.00E00
GO:0046596	regulation of viral entry into host cell (GO:0046596)	48	3	2.82	+	1.06	7.60E-01	1.00E00
GO:0060841	venous blood vessel development (GO:0060841)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0042074	cell migration involved in gastrulation (GO:0042074)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0034404	nucleobase-containing small molecule biosynthetic process (GO:0034404)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0045907	positive regulation of vasoconstriction (GO:0045907)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0061101	neuroendocrine cell differentiation (GO:0061101)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0034375	high-density lipoprotein particle remodeling (GO:0034375)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0002730	regulation of dendritic cell cytokine production (GO:0002730)	16	1	.94	+	1.06	6.21E-01	1.00E00
GO:0072583	clathrin-dependent endocytosis (GO:0072583)	32	2	1.88	+	1.06	7.13E-01	1.00E00
GO:0051707	response to other organism (GO:0051707)	1429	89	83.91	+	1.06	5.61E-01	1.00E00
GO:0043207	response to external biotic stimulus (GO:0043207)	1432	89	84.09	+	1.06	6.01E-01	1.00E00
GO:0050670	regulation of lymphocyte proliferation (GO:0050670)	242	15	14.21	+	1.06	7.84E-01	1.00E00
GO:0043200	response to amino acid (GO:0043200)	113	7	6.64	+	1.05	8.41E-01	1.00E00
GO:0006639	acylglycerol metabolic process (GO:0006639)	97	6	5.70	+	1.05	8.28E-01	1.00E00
