GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0050155	ornithine(lysine) transaminase activity (GO:0050155)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050153	omega-hydroxydecanoate dehydrogenase activity (GO:0050153)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050152	omega-amidase activity (GO:0050152)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062105	RNA 2'-O-methyltransferase activity (GO:0062105)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0062104	pumilio-response element binding (GO:0062104)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062101	peptidyl-aspartic acid 3-dioxygenase activity (GO:0062101)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001637	G protein-coupled chemoattractant receptor activity (GO:0001637)	26	0	1.53	-	 < 0.01	3.99E-01	1.00E00
GO:0106424	succinyl-CoA 3-ketoacid-CoA transferase activity (GO:0106424)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106423	tubulin-tyrosine carboxypeptidase (GO:0106423)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001632	leukotriene B4 receptor activity (GO:0001632)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0046904	calcium oxalate binding (GO:0046904)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001631	cysteinyl leukotriene receptor activity (GO:0001631)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0106420	NAD-dependent protein biotinidase activity (GO:0106420)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050146	nucleoside phosphotransferase activity (GO:0050146)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032767	copper-dependent protein binding (GO:0032767)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0106419	NAD-dependent protein lipoamidase activity (GO:0106419)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0038064	collagen receptor activity (GO:0038064)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0001626	nociceptin receptor activity (GO:0001626)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0038062	protein tyrosine kinase collagen receptor activity (GO:0038062)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0106414	mRNA dihydrouridine synthase activity (GO:0106414)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106413	dihydrouridine synthase activity (GO:0106413)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0030586	[methionine synthase] reductase activity (GO:0030586)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001621	G protein-coupled ADP receptor activity (GO:0001621)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0044717	8-hydroxy-dADP phosphatase activity (GO:0044717)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044716	8-oxo-GDP phosphatase activity (GO:0044716)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0030580	quinone cofactor methyltransferase activity (GO:0030580)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0044715	8-oxo-dGDP phosphatase activity (GO:0044715)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0050137	NADPH peroxidase activity (GO:0050137)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050136	NADH dehydrogenase (quinone) activity (GO:0050136)	42	0	2.47	-	 < 0.01	1.72E-01	1.00E00
GO:0038054	G protein-coupled estrogen receptor activity (GO:0038054)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001616	growth hormone secretagogue receptor activity (GO:0001616)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106405	isoprenoid diphosphate phosphatase activity (GO:0106405)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0030572	phosphatidyltransferase activity (GO:0030572)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050124	N-acylneuraminate-9-phosphatase activity (GO:0050124)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050121	N-acylglucosamine 2-epimerase activity (GO:0050121)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0038048	dynorphin receptor activity (GO:0038048)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0038047	morphine receptor activity (GO:0038047)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0038046	G protein-coupled enkephalin receptor activity (GO:0038046)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001609	G protein-coupled adenosine receptor activity (GO:0001609)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0001607	neuromedin U receptor activity (GO:0001607)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001605	adrenomedullin receptor activity (GO:0001605)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001604	urotensin II receptor activity (GO:0001604)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001602	pancreatic polypeptide receptor activity (GO:0001602)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0001601	peptide YY receptor activity (GO:0001601)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0050119	N-acetylglucosamine deacetylase activity (GO:0050119)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0050115	myosin-light-chain-phosphatase activity (GO:0050115)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050113	inositol oxygenase activity (GO:0050113)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102035	isobutyryl-CoA:FAD oxidoreductase activity (GO:0102035)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102033	long-chain fatty acid omega-hydroxylase activity (GO:0102033)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0061697	protein-glutaryllysine deglutarylase activity (GO:0061697)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0061690	lipoamidase activity (GO:0061690)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050104	L-gulonate 3-dehydrogenase activity (GO:0050104)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018479	benzaldehyde dehydrogenase (NAD+) activity (GO:0018479)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity (GO:0018478)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0018477	benzaldehyde dehydrogenase (NADP+) activity (GO:0018477)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving (GO:0042500)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity (GO:0016297)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0016296	palmitoyl-[acyl-carrier-protein] hydrolase activity (GO:0016296)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0016295	myristoyl-[acyl-carrier-protein] hydrolase activity (GO:0016295)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0030549	acetylcholine receptor activator activity (GO:0030549)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016290	palmitoyl-CoA hydrolase activity (GO:0016290)	17	0	1.00	-	 < 0.01	1.00E00	1.00E00
GO:0061685	diphthine methylesterase activity (GO:0061685)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity (GO:0008693)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0018467	formaldehyde dehydrogenase activity (GO:0018467)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016289	CoA hydrolase activity (GO:0016289)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:0016287	glycerone-phosphate O-acyltransferase activity (GO:0016287)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008689	3-demethylubiquinone-9 3-O-methyltransferase activity (GO:0008689)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008682	3-demethoxyubiquinol 3-hydroxylase activity (GO:0008682)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity (GO:0008681)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102009	proline dipeptidase activity (GO:0102009)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102007	acyl-L-homoserine-lactone lactonohydrolase activity (GO:0102007)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0016277	[myelin basic protein]-arginine N-methyltransferase activity (GO:0016277)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016274	protein-arginine N-methyltransferase activity (GO:0016274)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0016273	arginine N-methyltransferase activity (GO:0016273)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0061666	UFM1 ligase activity (GO:0061666)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0061663	NEDD8 ligase activity (GO:0061663)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity (GO:0008670)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0030523	dihydrolipoamide S-acyltransferase activity (GO:0030523)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1904855	proteasome regulatory particle binding (GO:1904855)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1904854	proteasome core complex binding (GO:1904854)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity (GO:0016263)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity (GO:0008667)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016262	protein N-acetylglucosaminyltransferase activity (GO:0016262)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0061657	UFM1 conjugating enzyme activity (GO:0061657)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0030519	snoRNP binding (GO:0030519)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0061656	SUMO conjugating enzyme activity (GO:0061656)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0061654	NEDD8 conjugating enzyme activity (GO:0061654)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity (GO:0008663)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0030515	snoRNA binding (GO:0030515)	32	0	1.88	-	 < 0.01	2.60E-01	1.00E00
GO:0051879	Hsp90 protein binding (GO:0051879)	45	0	2.64	-	 < 0.01	1.79E-01	1.00E00
GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity (GO:0071424)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0047395	glycerophosphoinositol glycerophosphodiesterase activity (GO:0047395)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047394	glycerophosphoinositol inositolphosphodiesterase activity (GO:0047394)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008659	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity (GO:0008659)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0061649	ubiquitin modification-dependent histone binding (GO:0061649)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0047390	glycerophosphocholine cholinephosphodiesterase activity (GO:0047390)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016251	RNA polymerase II general transcription initiation factor activity (GO:0016251)	39	0	2.29	-	 < 0.01	2.76E-01	1.00E00
GO:0016250	N-sulfoglucosamine sulfohydrolase activity (GO:0016250)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0030504	inorganic diphosphate transmembrane transporter activity (GO:0030504)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity (GO:0008650)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004298	threonine-type endopeptidase activity (GO:0004298)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0051864	histone H3-methyl-lysine-36 demethylase activity (GO:0051864)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0047389	glycerophosphocholine phosphodiesterase activity (GO:0047389)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0018423	protein C-terminal leucine carboxyl O-methyltransferase activity (GO:0018423)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008649	rRNA methyltransferase activity (GO:0008649)	23	0	1.35	-	 < 0.01	6.36E-01	1.00E00
GO:0010945	CoA pyrophosphatase activity (GO:0010945)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0047381	dodecanoyl-[acyl-carrier-protein] hydrolase activity (GO:0047381)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090599	alpha-glucosidase activity (GO:0090599)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0061632	RNA lariat debranching enzyme activator activity (GO:0061632)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008641	ubiquitin-like modifier activating enzyme activity (GO:0008641)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0047378	acetylalkylglycerol acetylhydrolase activity (GO:0047378)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047376	all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity (GO:0047376)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0061628	H3K27me3 modified histone binding (GO:0061628)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016232	HNK-1 sulfotransferase activity (GO:0016232)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016231	beta-N-acetylglucosaminidase activity (GO:0016231)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016230	sphingomyelin phosphodiesterase activator activity (GO:0016230)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090580	phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands (GO:0090580)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047369	succinate-hydroxymethylglutarate CoA-transferase activity (GO:0047369)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002094	polyprenyltransferase activity (GO:0002094)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0045183	translation factor activity, non-nucleic acid binding (GO:0045183)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047359	1-alkenyl-2-acylglycerol choline phosphotransferase activity (GO:0047359)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086090	voltage-gated potassium channel activity involved in SA node cell action potential repolarization (GO:0086090)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity (GO:0002083)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047352	adenylylsulfate-ammonia adenylyltransferase activity (GO:0047352)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0061609	fructose-1-phosphate aldolase activity (GO:0061609)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016213	linoleoyl-CoA desaturase activity (GO:0016213)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0016212	kynurenine-oxoglutarate transaminase activity (GO:0016212)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016211	ammonia ligase activity (GO:0016211)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0045174	glutathione dehydrogenase (ascorbate) activity (GO:0045174)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0061605	molybdopterin-synthase adenylyltransferase activity (GO:0061605)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0061604	molybdopterin-synthase sulfurtransferase activity (GO:0061604)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0008613	diuretic hormone activity (GO:0008613)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity (GO:0090560)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0086089	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization (GO:0086089)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0086087	voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization (GO:0086087)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086083	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0086082	cell adhesive protein binding involved in AV node cell-bundle of His cell communication (GO:0086082)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity (GO:0047349)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016206	catechol O-methyltransferase activity (GO:0016206)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0008609	alkylglycerone-phosphate synthase activity (GO:0008609)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047341	fucose-1-phosphate guanylyltransferase activity (GO:0047341)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090556	phosphatidylserine floppase activity (GO:0090556)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0086079	gap junction channel activity involved in Purkinje myocyte-ventricular cardiac muscle cell electrical coupling (GO:0086079)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086078	gap junction channel activity involved in bundle of His cell-Purkinje myocyte electrical coupling (GO:0086078)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086077	gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling (GO:0086077)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0086076	gap junction channel activity involved in atrial cardiac muscle cell-AV node cell electrical coupling (GO:0086076)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086075	gap junction channel activity involved in cardiac conduction electrical coupling (GO:0086075)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140294	NAD DNA ADP-ribosyltransferase activity (GO:0140294)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140293	ADP-ribosylglutamate hydrolase activity (GO:0140293)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140292	ADP-ribosylserine hydrolase activity (GO:0140292)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002061	pyrimidine nucleobase binding (GO:0002061)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002060	purine nucleobase binding (GO:0002060)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070996	type 1 melanocortin receptor binding (GO:0070996)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0070991	medium-chain-acyl-CoA dehydrogenase activity (GO:0070991)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070990	snRNP binding (GO:0070990)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0090541	MIT domain binding (GO:0090541)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0035375	zymogen binding (GO:0035375)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0035373	chondroitin sulfate proteoglycan binding (GO:0035373)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051800	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity (GO:0051800)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0086063	voltage-gated sodium channel activity involved in SA node cell action potential (GO:0086063)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002058	uracil binding (GO:0002058)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086061	voltage-gated sodium channel activity involved in bundle of His cell action potential (GO:0086061)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086060	voltage-gated sodium channel activity involved in AV node cell action potential (GO:0086060)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0002055	adenine binding (GO:0002055)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033192	calmodulin-dependent protein phosphatase activity (GO:0033192)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0002054	nucleobase binding (GO:0002054)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0047326	inositol tetrakisphosphate 5-kinase activity (GO:0047326)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047325	inositol tetrakisphosphate 1-kinase activity (GO:0047325)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047323	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity (GO:0047323)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0045148	tripeptide aminopeptidase activity (GO:0045148)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0045142	triplex DNA binding (GO:0045142)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0035368	selenocysteine insertion sequence binding (GO:0035368)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0086059	voltage-gated calcium channel activity involved SA node cell action potential (GO:0086059)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0002046	opsin binding (GO:0002046)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0047316	glutamine-phenylpyruvate transaminase activity (GO:0047316)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047315	kynurenine-glyoxylate transaminase activity (GO:0047315)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070976	TIR domain binding (GO:0070976)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070975	FHA domain binding (GO:0070975)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070974	POU domain binding (GO:0070974)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0045134	UDP phosphatase activity (GO:0045134)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0045131	pre-mRNA branch point binding (GO:0045131)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0045130	keratan sulfotransferase activity (GO:0045130)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0150043	structural constituent of synapse-associated extracellular matrix (GO:0150043)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140262	mRNA cap binding complex binding (GO:0140262)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0086041	voltage-gated potassium channel activity involved in SA node cell action potential depolarization (GO:0086041)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140260	mitochondrial proton-transporting ATP synthase complex binding (GO:0140260)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0086040	sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential (GO:0086040)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0047305	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity (GO:0047305)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0045127	N-acetylglucosamine kinase activity (GO:0045127)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086039	P-type calcium transporter activity involved in regulation of cardiac muscle cell membrane potential (GO:0086039)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086038	calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential (GO:0086038)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0045119	azole:proton antiporter activity (GO:0045119)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0150025	oxidised low-density lipoprotein particle receptor activity (GO:0150025)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0086020	gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling (GO:0086020)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0035325	Toll-like receptor binding (GO:0035325)	12	0	.70	-	 < 0.01	1.00E00	1.00E00
GO:0033149	FFAT motif binding (GO:0033149)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0033142	nuclear progesterone receptor binding (GO:0033142)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0140223	general transcription initiation factor activity (GO:0140223)	54	0	3.17	-	 < 0.01	7.46E-02	1.00E00
GO:0140211	folic acid:proton symporter activity (GO:0140211)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0003796	lysozyme activity (GO:0003796)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0062082	HLA-E specific inhibitory MHC class Ib receptor activity (GO:0062082)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0062081	activating MHC class Ib receptor activity (GO:0062081)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062080	inhibitory MHC class Ib receptor activity (GO:0062080)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0097573	glutathione oxidoreductase activity (GO:0097573)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0062078	TSC1-TSC2 complex binding (GO:0062078)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062076	acyl-CoA delta5-desaturase activity (GO:0062076)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062072	H3K9me3 modified histone binding (GO:0062072)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0106399	acyl-coenzyme A diphosphatase activity (GO:0106399)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0070905	serine binding (GO:0070905)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0046870	cadmium ion binding (GO:0046870)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0062069	GARP complex binding (GO:0062069)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062065	box H/ACA snoRNP complex binding (GO:0062065)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0062064	box C/D snoRNP complex binding (GO:0062064)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0062061	TAP complex binding (GO:0062061)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0106388	18S rRNA aminocarboxypropyltransferase activity (GO:0106388)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0106386	(3R)-hydroxyacyl-CoA dehydrogenase (NAD) activity (GO:0106386)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0001594	trace-amine receptor activity (GO:0001594)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
